TIMESTAMP,CLIMATE_TEMP,HEATER_SURFACE_TEMP,OUTSIDE_TEMP,CLIMATE_HUMIDITY,SOIL_MOISTURE,
2024-06-13 20:25:51.086479,20.41,20.31,22.00,90.39,0.15
2024-06-13 20:25:52.086459,20.41,20.31,22.00,90.37,0.15
2024-06-13 20:25:53.380435,20.42,20.31,22.00,90.41,0.15
2024-06-13 20:25:54.380454,20.41,20.31,22.00,90.40,0.15
2024-06-13 20:25:55.380467,20.41,20.31,22.00,90.40,0.15
2024-06-13 20:25:56.380474,20.42,20.31,22.00,90.35,0.15
2024-06-13 20:25:57.380433,20.39,20.31,22.00,90.38,0.15
2024-06-13 20:25:58.702425,20.39,20.31,22.00,90.36,0.15
2024-06-13 20:25:59.702421,20.42,20.31,22.00,90.39,0.15
2024-06-13 20:26:00.702450,20.42,20.31,22.00,90.39,0.15
2024-06-13 20:26:01.702413,20.41,20.31,22.00,90.41,0.15
2024-06-13 20:26:02.702437,20.41,20.31,22.00,90.40,0.15
2024-06-13 20:26:04.024385,20.39,20.31,22.00,90.37,0.15
2024-06-13 20:26:05.024404,20.42,20.31,22.00,90.40,0.15
2024-06-13 20:26:06.024409,20.42,20.31,22.00,90.40,0.15
2024-06-13 20:26:07.024434,20.42,20.31,22.00,90.38,0.15
2024-06-13 20:26:08.024408,20.41,20.25,22.00,90.40,0.15
2024-06-13 20:26:09.346375,20.41,20.31,22.00,90.40,0.15
2024-06-13 20:26:10.347339,20.39,20.25,22.00,90.41,0.15
2024-06-13 20:26:11.347335,20.39,20.31,22.00,90.41,0.15
2024-06-13 20:26:12.347328,20.42,20.31,22.00,90.34,0.15
2024-06-13 20:26:13.347315,20.41,20.31,22.00,90.37,0.15
2024-06-13 20:26:14.668365,20.42,20.31,22.00,90.36,0.15
2024-06-13 20:26:15.669312,20.41,20.31,22.00,90.35,0.15
2024-06-13 20:26:16.669312,20.41,20.31,22.00,90.35,0.15
2024-06-13 20:26:17.669318,20.41,20.31,22.00,90.37,0.15
2024-06-13 20:26:18.669297,20.39,20.31,22.00,90.39,0.15
2024-06-13 20:26:19.990333,20.42,20.31,22.00,90.37,0.15
2024-06-13 20:26:20.991300,20.41,20.31,22.00,90.38,0.15
2024-06-13 20:26:21.991272,20.41,20.31,22.00,90.38,0.15
2024-06-13 20:26:22.991265,20.41,20.31,22.00,90.40,0.15
